0.058228,0.025177,0.003577,0.004294,0.004030,0.074371,0.006748,0.038775,0.029886,0.004821,0.005390,0.004152,0.055151,0.010553,0.003684,0.003471,0.023066,0.012806,0.010545,0.015794,0.012771,0.010763,0.016243,0.000374,0.004496,0.023440,0.009646,0.007290,0.009400,0.016735,0.029198,0.028346,0.004496,0.000871,0.055895,0.025360,0.004152,0.001374,0.025205,0.020913,0.003429,0.003088,0.002361,0.010492,0.011402,0.012935,0.010593,0.019368,0.037916,0.024875
0.047417,0.067909,0.014806,0.006133,0.004030,0.014440,0.006949,0.027583,0.034221,0.004821,0.001234,0.004152,0.014444,0.004305,0.003684,0.013635,0.002973,0.014726,0.056978,0.018730,0.018422,0.017830,0.023857,0.062830,0.004496,0.002175,0.002961,0.008548,0.002131,0.029517,0.013477,0.020299,0.004496,0.003743,0.007744,0.046921,0.004152,0.001542,0.026109,0.002824,0.037908,0.003088,0.009077,0.002931,0.006604,0.012012,0.030083,0.036917,0.013812,0.009840
0.022544,0.007576,0.013133,0.026452,0.014795,0.026910,0.061241,0.002065,0.050252,0.017374,0.083091,0.032523,0.039316,0.005049,0.014099,0.034444,0.022117,0.054911,0.004680,0.008807,0.050128,0.037831,0.023733,0.011447,0.017955,0.035709,0.029470,0.014473,0.005474,0.070720,0.016186,0.005488,0.022754,0.004666,0.058284,0.030037,0.025184,0.045346,0.022562,0.005356,0.039330,0.012369,0.014941,0.019291,0.042666,0.018978,0.034109,0.017632,0.019742,0.002506
0.001444,0.002218,0.008365,0.212034,0.004030,0.000357,0.003215,0.003028,0.006496,0.007536,0.014071,0.026733,0.005380,0.003848,0.027216,0.029454,0.007265,0.004127,0.004092,0.006681,0.008936,0.018466,0.013911,0.009162,0.018788,0.018863,0.008128,0.020206,0.020219,0.007266,0.001194,0.001276,0.030073,0.153407,0.001603,0.001513,0.006400,0.031723,0.000225,0.007875,0.018104,0.023571,0.117394,0.008456,0.025558,0.014638,0.003987,0.021393,0.001596,0.001781
0.006999,0.007617,0.036224,0.012673,0.418113,0.015533,0.025003,0.011846,0.004392,0.057160,0.011696,0.087319,0.001751,0.047463,0.064113,0.039296,0.015196,0.004475,0.003950,0.019879,0.008673,0.021614,0.003861,0.001458,0.052048,0.005538,0.088658,0.026199,0.020866,0.040175,0.001026,0.016356,0.080259,0.006333,0.005206,0.002538,0.058317,0.004192,0.023023,0.081046,0.008152,0.046186,0.024175,0.075367,0.025339,0.032477,0.001234,0.000641,0.004603,0.002701
0.001471,0.000614,0.003577,0.002089,0.004030,0.069611,0.001764,0.007883,0.002405,0.004821,0.001234,0.004152,0.000556,0.001989,0.003684,0.003471,0.001712,0.000335,0.001095,0.001662,0.005724,0.003050,0.002118,0.000149,0.004496,0.003684,0.002961,0.003206,0.002131,0.002845,0.000183,0.041501,0.004496,0.000871,0.000915,0.000417,0.004152,0.000568,0.050298,0.002824,0.002310,0.003088,0.002361,0.002931,0.002137,0.002402,0.000773,0.000553,0.000798,0.009409
0.010500,0.009661,0.027095,0.009875,0.011175,0.001495,0.230372,0.010741,0.009470,0.020037,0.012851,0.006685,0.004172,0.008978,0.020218,0.017441,0.020302,0.008374,0.003017,0.004911,0.053709,0.005766,0.004709,0.023191,0.004496,0.003655,0.021554,0.008656,0.014067,0.027330,0.011969,0.006296,0.017005,0.000871,0.005405,0.008320,0.019436,0.061506,0.026944,0.008667,0.012611,0.003088,0.005244,0.033114,0.022761,0.002402,0.041592,0.004438,0.008208,0.001419
0.029419,0.007243,0.011436,0.002089,0.009873,0.031189,0.008899,0.208812,0.013591,0.004821,0.001234,0.004152,0.002252,0.033499,0.007237,0.003471,0.013532,0.000706,0.001810,0.040498,0.011735,0.010102,0.009800,0.001642,0.014035,0.009851,0.002961,0.009226,0.014961,0.013414,0.000935,0.104801,0.004496,0.000871,0.007008,0.016038,0.014832,0.001184,0.074686,0.045801,0.002394,0.003088,0.002361,0.009851,0.009293,0.009430,0.010820,0.005381,0.008115,0.068258
0.023996,0.081703,0.020107,0.002089,0.004030,0.055495,0.010960,0.029773,0.083178,0.004821,0.010933,0.004152,0.027693,0.003498,0.003684,0.003471,0.014635,0.051832,0.028873,0.021477,0.064598,0.005436,0.018095,0.027564,0.004496,0.016659,0.006548,0.009635,0.002131,0.019269,0.053049,0.008316,0.010055,0.014116,0.036413,0.064321,0.004152,0.029075,0.050334,0.002824,0.017998,0.003088,0.002361,0.018926,0.002137,0.007193,0.024889,0.056343,0.008002,0.002053
0.046111,0.042649,0.047538,0.015579,0.017292,0.046462,0.064804,0.039642,0.025909,0.122037,0.017825,0.025238,0.009852,0.037303,0.024727,0.014551,0.032005,0.032112,0.007275,0.025772,0.042169,0.035783,0.015761,0.035170,0.021754,0.028039,0.012165,0.017355,0.024329,0.051738,0.025151,0.008741,0.038035,0.003372,0.019625,0.051652,0.029041,0.031973,0.071790,0.090694,0.029643,0.013906,0.011122,0.064547,0.030013,0.042444,0.060253,0.009862,0.016048,0.003867
0.003587,0.005436,0.012997,0.057440,0.004030,0.001187,0.009121,0.003280,0.008010,0.004821,0.122075,0.033872,0.001422,0.001989,0.023987,0.017356,0.004426,0.026975,0.004035,0.003738,0.013787,0.019055,0.007870,0.006444,0.004496,0.034665,0.008465,0.028211,0.013088,0.008240,0.009666,0.002041,0.017909,0.052638,0.013283,0.011202,0.004152,0.101891,0.005487,0.002824,0.010040,0.003088,0.014257,0.007625,0.018950,0.007640,0.005759,0.019986,0.027932,0.000933
0.011842,0.013288,0.055154,0.111117,0.017972,0.005284,0.015126,0.003955,0.015467,0.010394,0.128871,0.223507,0.006410,0.005877,0.039245,0.034605,0.020568,0.027200,0.010929,0.007390,0.020248,0.033094,0.016437,0.010590,0.047013,0.041819,0.017172,0.067007,0.032148,0.024243,0.034927,0.003242,0.063526,0.054628,0.024510,0.006060,0.021488,0.086403,0.003796,0.024570,0.027543,0.039961,0.048751,0.015462,0.014327,0.014025,0.004178,0.035571,0.020806,0.003153
0.026494,0.024919,0.003577,0.009859,0.004030,0.022828,0.002682,0.003907,0.029292,0.004821,0.003094,0.004152,0.075459,0.017435,0.003684,0.009674,0.007214,0.049368,0.006448,0.013272,0.012276,0.015624,0.008942,0.020450,0.007379,0.012246,0.002961,0.003206,0.020746,0.004296,0.044919,0.003946,0.004496,0.004128,0.046536,0.012246,0.004152,0.006061,0.005643,0.002824,0.016030,0.003088,0.002361,0.009647,0.006261,0.009895,0.026074,0.021654,0.053073,0.002146
