0.057652,0.024927,0.003541,0.004294,0.004030,0.082709,0.006748,0.038775,0.029590,0.004821,0.005390,0.004152,0.055151,0.010553,0.003684,0.003471,0.022838,0.012806,0.010337,0.015794,0.012644,0.010763,0.016243,0.000363,0.004496,0.023440,0.009646,0.007290,0.009400,0.016735,0.028909,0.028066,0.004496,0.000871,0.055895,0.025109,0.004152,0.001374,0.034610,0.020913,0.003429,0.003088,0.002361,0.010492,0.011402,0.012935,0.010488,0.018798,0.037541,0.024385
0.056848,0.067236,0.014660,0.006133,0.004030,0.014156,0.006949,0.027583,0.033882,0.004821,0.001234,0.004152,0.014444,0.004305,0.003684,0.013635,0.002944,0.014726,0.055855,0.018730,0.018239,0.017830,0.023857,0.060982,0.004496,0.002175,0.002961,0.008548,0.002131,0.029517,0.013343,0.020098,0.004496,0.003743,0.007744,0.046456,0.004152,0.001542,0.025595,0.002824,0.037908,0.003088,0.009077,0.002931,0.006604,0.012012,0.029785,0.035831,0.013676,0.009646
0.022321,0.007501,0.013003,0.026452,0.014795,0.026380,0.061241,0.002065,0.049754,0.017374,0.083091,0.032523,0.039316,0.005049,0.014099,0.034444,0.021898,0.054911,0.004588,0.008807,0.049632,0.037831,0.023733,0.011110,0.017955,0.035709,0.029470,0.014473,0.005474,0.070720,0.016026,0.005434,0.022754,0.004666,0.058284,0.029740,0.025184,0.045346,0.022117,0.005356,0.039330,0.012369,0.014941,0.019291,0.042666,0.018978,0.033771,0.017114,0.019547,0.002457
0.001430,0.002196,0.008283,0.212034,0.004030,0.000350,0.003215,0.003028,0.006432,0.007536,0.014071,0.026733,0.005380,0.003848,0.027216,0.029454,0.007193,0.004127,0.004011,0.006681,0.008847,0.018466,0.013911,0.008893,0.018788,0.018863,0.008128,0.020206,0.020219,0.007266,0.001182,0.001263,0.030073,0.153407,0.001603,0.001498,0.006400,0.031723,0.000221,0.007875,0.018104,0.023571,0.117394,0.008456,0.025558,0.014638,0.003947,0.020764,0.001581,0.001746
0.006930,0.007542,0.035866,0.012673,0.418113,0.015227,0.025003,0.011846,0.004349,0.057160,0.011696,0.087319,0.001751,0.047463,0.064113,0.039296,0.015046,0.004475,0.003873,0.019879,0.008587,0.021614,0.003861,0.001415,0.052048,0.005538,0.088658,0.026199,0.020866,0.040175,0.001016,0.016194,0.080259,0.006333,0.005206,0.002512,0.058317,0.004192,0.022570,0.081046,0.008152,0.046186,0.024175,0.075367,0.025339,0.032477,0.001222,0.000622,0.004557,0.002648
0.001457,0.000608,0.003541,0.002089,0.004030,0.068240,0.001764,0.007883,0.002381,0.004821,0.001234,0.004152,0.000556,0.001989,0.003684,0.003471,0.001695,0.000335,0.001073,0.001662,0.005667,0.003050,0.002118,0.000145,0.004496,0.003684,0.002961,0.003206,0.002131,0.002845,0.000181,0.041090,0.004496,0.000871,0.000915,0.000413,0.004152,0.000568,0.059110,0.002824,0.002310,0.003088,0.002361,0.002931,0.002137,0.002402,0.000765,0.000536,0.000790,0.009223
0.010396,0.009565,0.026827,0.009875,0.011175,0.001465,0.230372,0.010741,0.009376,0.020037,0.012851,0.006685,0.004172,0.008978,0.020218,0.017441,0.020101,0.008374,0.002958,0.004911,0.063079,0.005766,0.004709,0.022509,0.004496,0.003655,0.021554,0.008656,0.014067,0.027330,0.011851,0.006234,0.017005,0.000871,0.005405,0.008238,0.019436,0.061506,0.026413,0.008667,0.012611,0.003088,0.005244,0.033114,0.022761,0.002402,0.041181,0.004307,0.008126,0.001391
0.029128,0.007172,0.011323,0.002089,0.009873,0.030574,0.008899,0.208812,0.013457,0.004821,0.001234,0.004152,0.002252,0.033499,0.007237,0.003471,0.013398,0.000706,0.001774,0.040498,0.011619,0.010102,0.009800,0.001594,0.014035,0.009851,0.002961,0.009226,0.014961,0.013414,0.000926,0.103763,0.004496,0.000871,0.007008,0.015880,0.014832,0.001184,0.073215,0.045801,0.002394,0.003088,0.002361,0.009851,0.009293,0.009430,0.010713,0.005223,0.008035,0.066913
0.023758,0.080895,0.019908,0.002089,0.004030,0.054402,0.010960,0.029773,0.082355,0.004821,0.010933,0.004152,0.027693,0.003498,0.003684,0.003471,0.014490,0.051832,0.028304,0.021477,0.063958,0.005436,0.018095,0.026754,0.004496,0.016659,0.006548,0.009635,0.002131,0.019269,0.052524,0.008234,0.010055,0.014116,0.036413,0.073585,0.004152,0.029075,0.049342,0.002824,0.017998,0.003088,0.002361,0.018926,0.002137,0.007193,0.024643,0.054686,0.007923,0.002013
0.045654,0.042227,0.047068,0.015579,0.017292,0.045547,0.064804,0.039642,0.025652,0.122037,0.017825,0.025238,0.009852,0.037303,0.024727,0.014551,0.031688,0.032112,0.017033,0.025772,0.041751,0.035783,0.015761,0.034136,0.021754,0.028039,0.012165,0.017355,0.024329,0.051738,0.024902,0.008654,0.038035,0.003372,0.019625,0.051141,0.029041,0.031973,0.070376,0.090694,0.029643,0.013906,0.011122,0.064547,0.030013,0.042444,0.059657,0.009572,0.015889,0.003790
