ABEV3,ALPA4,AMAR3,AZUL4,B3SA3,BBAS3,BBDC3,BBSE3,BRFS3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSNA3,DASA3,ECOR3,EGIE3,ELET3,EMBR3,EQTL3,EZTC3,FLRY3,FRAS3,GGBR4,GOAU4,GRND3,HAPV3,HYPE3,IRBR3,ITUB4,ITSA4,JHSF3,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NEOE3,NTCO3,OIBR3,PCAR3,PETR3,PETR4,PRIO3,RADL3,RAIL3,SAPR4,SBSP3,SCAR3,SMTO3,SUZB3,TEND3,TGMA3,TIMS3,TOTS3,TRPL4,UGPA3,UNIP6,USIM5,VALE3,VBBR3,VIVA3,WEGE3
16.175148010253906,32.17156219482422,61.56632614135742,58.79999923706055,12.99360179901123,41.38093948364258,21.81514549255371,27.18084716796875,35.880001068115234,17.265607833862305,7.0068769454956055,6.015506267547607,12.199999809265137,22.818925857543945,21.96198081970215,10.956252098083496,56.632362365722656,16.102447509765625,40.44957733154297,30.983535766601562,20.200000762939453,21.450393676757812,48.29574203491211,24.99565315246582,5.577666759490967,13.987690925598145,5.565253734588623,8.726621627807617,13.164596557617188,31.330562591552734,916.3905639648438,32.80309295654297,9.496912956237793,5.904621601104736,51.48366165161133,12.02973461151123,7.224942207336426,20.109399795532227,29.88885498046875,20.169755935668945,38.09348678588867,8.600000381469727,81.89334106445312,12.543447494506836,11.298737525939941,7.144524574279785,21.268672943115234,26.280994415283203,5.355274677276611,55.271217346191406,46.39414978027344,20.56391716003418,37.579627990722656,30.76917839050293,31.827518463134766,13.153617858886719,22.065265655517578,16.107873916625977,23.32745933532715,22.5896053314209,8.03085708618164,38.04218673706055,24.616975784301758,28.120040893554688,16.70627784729004
15.947683334350586,32.17156219482422,63.80759811401367,56.7599983215332,12.619149208068848,41.31171417236328,21.4747314453125,26.88121795654297,35.939998626708984,17.074779510498047,6.916940689086914,5.950497150421143,12.149999618530273,22.67635154724121,22.53099250793457,10.874211311340332,57.87821578979492,15.97402286529541,40.68294143676758,30.512855529785156,20.40999984741211,21.19536018371582,48.67969512939453,24.355104446411133,5.69461727142334,13.75860595703125,5.576752185821533,8.81885814666748,13.721378326416016,31.974576950073242,909.2689819335938,32.45806884765625,9.357935905456543,6.308621883392334,51.125511169433594,11.92243480682373,7.3829426765441895,20.109399795532227,29.88885498046875,19.882787704467773,40.74700927734375,8.600000381469727,81.89334106445312,12.233688354492188,11.206727981567383,7.557860851287842,20.794506072998047,25.51446533203125,4.975561141967773,54.3218879699707,46.295692443847656,20.855243682861328,37.45064163208008,30.80827522277832,32.583553314208984,13.178642272949219,22.534334182739258,15.704646110534668,23.054086685180664,21.63204002380371,7.948064804077148,37.762107849121094,24.472827911376953,27.946578979492188,16.49294662475586
16.02350425720215,31.667951583862305,62.343910217285156,55.0,12.498169898986816,40.76560592651367,21.351558685302734,27.323530197143555,35.56999969482422,16.638593673706055,6.745244026184082,6.032842636108398,11.989999771118164,22.890216827392578,21.548992156982422,10.605711936950684,57.87821578979492,15.885113716125488,40.34067153930664,30.6589298248291,20.3799991607666,21.22268295288086,48.90824508666992,25.07500648498535,5.54168176651001,13.7249174118042,5.548006057739258,8.712433815002441,13.298297882080078,31.243532180786133,900.76904296875,31.975048065185547,9.338081359863281,6.339698791503906,51.08073425292969,11.93218994140625,7.246487140655518,19.837648391723633,29.835403442382812,20.005773544311523,39.88237762451172,9.199999809265137,81.89334106445312,12.6314058303833,11.339221954345703,7.705623149871826,20.385173797607422,24.787755966186523,4.98341703414917,53.49121856689453,46.2760009765625,21.506431579589844,37.38615417480469,30.84737205505371,32.37811279296875,13.161959648132324,22.020591735839844,15.796613693237305,22.55291175842285,22.171871185302734,7.799038887023926,37.53804397583008,23.247589111328125,27.45510482788086,16.53561019897461
16.05720329284668,32.388797760009766,62.52687072753906,56.81999969482422,12.901430130004883,40.45794677734375,20.98821449279785,27.337799072265625,35.15999984741211,17.011167526245117,6.549018859863281,6.253872394561768,12.079999923706055,22.624502182006836,21.42050552368164,10.605711936950684,53.95426940917969,16.240751266479492,40.42624282836914,31.44609832763672,20.5,21.113384246826172,49.5847282409668,25.333843231201172,5.712609767913818,13.94052505493164,5.588249683380127,9.159406661987305,12.932872772216797,30.938926696777344,906.741943359375,31.233243942260742,9.212339401245117,6.394083499908447,51.053871154785156,11.898048400878906,7.469124794006348,19.928232192993164,29.915586471557617,20.07131576538086,40.52836608886719,9.399999618530273,81.89334106445312,12.459318161010742,11.29505729675293,7.715607643127441,20.105491638183594,25.156089782714844,5.101259708404541,52.57840347290039,46.512306213378906,21.335063934326172,37.86522674560547,31.815017700195312,32.33702087402344,13.303757667541504,22.113130569458008,15.683423042297363,23.054086685180664,22.01763343811035,7.873553276062012,37.81112289428711,23.215557098388672,26.886537551879883,16.66360855102539
15.9813814163208,32.74428939819336,63.44167709350586,56.91999816894531,12.866864204406738,40.08873748779297,20.667972564697266,27.323530197143555,36.5099983215332,16.893035888671875,6.401849746704102,6.427230358123779,12.0,22.48192596435547,21.016693115234375,10.590794563293457,53.95426940917969,16.28026580810547,40.02174758911133,31.90054702758789,20.329999923706055,21.25911521911621,50.0966682434082,25.180158615112305,5.82956075668335,13.994428634643555,5.5537543296813965,9.131025314331055,12.666747093200684,30.538591384887695,910.1879272460938,30.72432518005371,9.073359489440918,6.293084621429443,51.385162353515625,12.263842582702637,7.655853271484375,19.58401870727539,30.03139305114746,20.360408782958984,40.7370719909668,9.199999809265137,80.1611328125,12.256634712219238,11.225131034851074,7.557860851287842,20.37405776977539,25.484601974487305,5.098639965057373,51.80250930786133,48.717796325683594,21.163698196411133,39.75387954711914,31.570661544799805,32.46849822998047,13.44555377960205,21.816375732421875,15.563161849975586,22.871843338012695,22.81453514099121,7.774201393127441,37.8181266784668,23.103443145751953,26.93471908569336,16.033098220825195
15.855012893676758,33.53425598144531,65.4542465209961,57.279998779296875,12.861104011535645,39.2734375,20.464733123779297,27.24505615234375,36.84000015258789,16.484113693237305,6.009398937225342,6.375222206115723,12.100000381469727,22.890216827392578,21.475570678710938,10.478921890258789,53.95426940917969,16.230873107910156,40.138431549072266,31.93300437927246,20.190000534057617,21.5141544342041,50.828006744384766,25.649303436279297,5.937516212463379,13.920310020446777,5.559504985809326,8.81885814666748,12.591279029846191,31.191303253173828,945.3365478515625,30.111921310424805,8.894669532775879,6.3163909912109375,50.99120330810547,12.700357437133789,7.835399150848389,19.439083099365234,29.844314575195312,20.310850143432617,41.74083709716797,9.0,83.99412536621094,12.325468063354492,11.188324928283691,7.2683258056640625,20.98713493347168,25.813114166259766,5.085546970367432,52.596656799316406,48.4913444519043,21.240814208984375,39.65253448486328,31.717275619506836,32.43563461303711,13.26205062866211,22.17694854736328,15.506571769714355,22.917404174804688,22.615306854248047,7.724526405334473,37.320980072021484,22.494823455810547,27.36837387084961,15.796063423156738
15.913985252380371,33.28738784790039,65.36276245117188,57.5,12.760287284851074,38.350425720214844,20.1075439453125,26.921337127685547,36.34000015258789,16.511377334594727,6.050278663635254,6.470569133758545,12.199999809265137,23.324432373046875,21.695831298828125,10.598255157470703,53.95426940917969,16.171600341796875,40.737388610839844,32.54163360595703,20.110000610351562,21.769187927246094,51.19367218017578,25.19633674621582,6.072459697723389,14.108970642089844,5.680237770080566,8.79757022857666,12.32316780090332,31.356666564941406,945.7959594726562,29.844511032104492,8.835110664367676,6.339698791503906,51.15237045288086,12.632075309753418,7.720489978790283,19.24886131286621,29.532508850097656,20.13739585876465,42.62534713745117,8.899999618530273,83.75456237792969,12.275753021240234,11.140480995178223,7.43206262588501,20.337013244628906,25.554285049438477,5.106497287750244,52.40496826171875,46.817527770996094,21.429317474365234,39.7170295715332,32.40147018432617,32.94513702392578,13.612369537353516,22.011016845703125,15.63390827178955,22.862730026245117,22.621740341186523,7.567220211029053,37.36299514770508,22.582914352416992,27.898393630981445,16.11842918395996
16.183570861816406,33.46513366699219,65.72868347167969,58.29999923706055,12.77469253540039,38.781166076660156,20.35388946533203,26.721641540527344,36.70000076293945,16.62950897216797,6.074807167053223,6.65259313583374,12.550000190734863,23.240184783935547,21.503101348876953,11.239667892456055,53.218528747558594,16.448205947875977,41.50748825073242,32.62278747558594,20.459999084472656,21.760082244873047,51.33080291748047,25.07500648498535,6.234391689300537,14.715375900268555,5.979197978973389,8.726621627807617,12.390692710876465,32.366207122802734,953.8365478515625,30.24127960205078,8.95423412322998,6.526161193847656,52.26261901855469,13.22465991973877,7.935945987701416,19.538726806640625,29.844314575195312,20.49256706237793,43.46016311645508,8.800000190734863,83.75456237792969,12.271929740905762,11.162562370300293,7.75154972076416,20.81302833557129,25.833024978637695,5.187676906585693,54.687015533447266,48.924564361572266,21.617822647094727,41.181888580322266,32.68492126464844,32.87117385864258,13.620710372924805,22.224809646606445,15.846128463745117,23.072315216064453,22.84666633605957,7.898390769958496,38.72138977050781,23.055395126342773,28.910253524780273,16.270130157470703
16.09090232849121,33.83049392700195,64.90536499023438,59.189998626708984,12.861104011535645,38.573490142822266,20.396995544433594,27.0396671295166,36.54999923706055,17.18382453918457,6.1238627433776855,6.721937656402588,12.789999961853027,23.06519889831543,21.475570678710938,11.0606689453125,53.218528747558594,17.149600982666016,42.0831184387207,32.05472946166992,20.3700008392334,22.270156860351562,52.500938415527344,25.447086334228516,6.2793731689453125,14.432385444641113,5.83546781539917,8.825950622558594,12.412538528442383,32.905792236328125,947.404052734375,30.24127960205078,9.053503036499023,6.6893134117126465,51.60005187988281,13.168572425842285,8.15858268737793,19.973526000976562,30.289751052856445,20.649499893188477,43.98689270019531,9.0,80.2532730102539,12.172499656677246,11.04111099243164,8.208815574645996,21.12419319152832,25.683700561523438,5.1483964920043945,55.873680114746094,50.21438217163086,22.294715881347656,40.76730728149414,34.10218048095703,33.11771011352539,13.679096221923828,22.224809646606445,15.817832946777344,23.32745933532715,23.21941375732422,7.931506633758545,38.95945739746094,23.063398361206055,29.19935417175293,16.59250259399414
15.80446720123291,34.04773712158203,63.39593505859375,59.29999923706055,12.51545238494873,37.865875244140625,19.928939819335938,27.069250106811523,36.470001220703125,16.82033920288086,5.943990707397461,6.678598880767822,12.350000381469727,23.233699798583984,20.97080421447754,10.911503791809082,53.218528747558594,17.287904739379883,41.57749557495117,31.908655166625977,20.0,22.08798599243164,52.91231918334961,25.261045455932617,6.288369178771973,14.216774940490723,5.8469648361206055,8.648576736450195,12.116621971130371,32.47935104370117,969.6878051757812,29.870393753051758,8.907907485961914,6.798084735870361,51.25981140136719,13.085658073425293,8.553584098815918,19.656484603881836,30.263029098510742,20.855998992919922,44.3049201965332,8.899999618530273,80.2532730102539,11.900981903076172,10.875494003295898,8.24675464630127,21.18716812133789,24.857440948486328,5.106497287750244,55.59070587158203,50.99221420288086,21.85773277282715,41.40299606323242,34.45404815673828,33.03553771972656,13.687438011169434,22.279054641723633,15.824905395507812,23.117874145507812,25.30806541442871,7.774201393127441,38.83342742919922,22.775108337402344,30.500314712524414,16.7015438079834
15.753920555114746,34.08723831176758,62.0694694519043,59.439998626708984,12.659473419189453,38.03508377075195,20.255340576171875,26.67726707458496,35.869998931884766,17.065692901611328,5.968519687652588,6.717604160308838,12.020000457763672,23.654951095581055,21.51228141784668,11.008460998535156,63.76413345336914,17.77196502685547,41.297462463378906,32.62278747558594,19.649999618530273,22.224611282348633,52.93060302734375,25.269136428833008,6.306362152099609,14.351529121398926,5.8699631690979,8.648576736450195,12.523754119873047,32.6359977722168,960.2688598632812,29.930763244628906,8.927760124206543,6.681546688079834,51.67168426513672,13.036886215209961,8.69003963470459,19.58401870727539,30.423385620117188,21.39287757873535,45.12979507446289,9.0,86.61087036132812,11.939223289489746,10.86445426940918,8.262728691101074,21.081594467163086,24.230281829833984,5.1483964920043945,55.271217346191406,48.8359489440918,21.892004013061523,40.81336975097656,34.5029182434082,32.665733337402344,13.83757209777832,22.282249450683594,16.129093170166016,23.16343879699707,26.9597110748291,8.00601863861084,38.6303596496582,22.55088233947754,30.905061721801758,17.004941940307617
