ABEV3,ALPA4,AMAR3,APER3,ARML3,AZUL4,B3SA3,BBAS3,BBDC3,BBSE3,BPAC11,BRFS3,CASH3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CRFB3,CSNA3,DASA3,ECOR3,EGIE3,ELET3,EMBR3,EQTL3,EZTC3,FLRY3,FRAS3,FRIO3,GGBR4,GOAU4,GRND3,HAPV3,HYPE3,IRBR3,ITUB4,ITSA4,JHSF3,JSLG3,KLBN11,LREN3,MGLU3,MRFG3,MRVE3,MULT3,NEOE3,NTCO3,OIBR3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,RADL3,RAIL3,RRRP3,SANB11,SAPR4,SBSP3,SCAR3,SMTO3,SUZB3,TAEE11,TEND3,TGMA3,TIMS3,TOTS3,TRPL4,TXRX3,UGPA3,UNIP6,USIM5,VALE3,VBBR3,VIVA3,WEGE3,XPML11
10.964508056640625,4.523072242736816,60.28126525878906,60.03279495239258,,,2.2913670539855957,13.299433708190918,8.739603996276855,15.412923812866211,,60.1292839050293,,10.726861953735352,14.860913276672363,4.031529903411865,13.185508728027344,10.713888168334961,,3.0283641815185547,9.488052368164062,8.691040992736816,14.869153022766113,4.472103118896484,23.961095809936523,4.597055435180664,11.223872184753418,5.363612651824951,2.9174160957336426,37.517059326171875,5.683316230773926,5.805436611175537,2.87286376953125,,12.3356294631958,,12.4481201171875,3.2136287689208984,1.636348843574524,,10.08711051940918,10.444167137145996,0.21525855362415314,4.064927577972412,4.4846625328063965,11.963692665100098,,,67.5394287109375,66.26732635498047,3.351801872253418,3.1960108280181885,,0.43929439783096313,4.394850254058838,,,7.273356914520264,0.9900041222572327,13.31812858581543,30.227901458740234,9.47616958618164,17.527538299560547,7.524535179138184,4.650417327880859,10.914641380310059,8.751420974731445,10.35433578491211,4.9672393798828125,2.0999999046325684,21.817785263061523,1.2356300354003906,3.8610177040100098,12.6001615524292,,,5.07788610458374,
10.76602554321289,4.399951457977295,59.824275970458984,56.68730926513672,,,2.2287213802337646,13.023459434509277,8.631878852844238,14.950789451599121,,58.98820114135742,,10.420796394348145,14.355831146240234,3.9275918006896973,12.223322868347168,10.575139045715332,,2.8793299198150635,9.711081504821777,8.087156295776367,14.887392044067383,4.385189056396484,23.430774688720703,4.421532154083252,10.598876953125,5.139012336730957,2.9174160957336426,36.571250915527344,5.423012733459473,5.531798839569092,2.824662685394287,,12.358487129211426,,12.51066780090332,3.224141836166382,1.5776458978652954,,9.840049743652344,10.153823852539062,0.21930371224880219,3.756107807159424,4.404025554656982,11.947473526000977,,,62.688533782958984,66.26732635498047,3.0799338817596436,2.9228484630584717,,0.4063473343849182,4.36495304107666,,,7.2218918800354,0.9211346507072449,13.31812858581543,29.998554229736328,9.00597858428955,17.527538299560547,7.496592044830322,4.650417327880859,10.204179763793945,8.54269790649414,10.036188125610352,4.973341941833496,2.0999999046325684,21.236377716064453,1.1830496788024902,3.6272614002227783,12.410683631896973,,,5.112506866455078,
11.176678657531738,4.361070156097412,56.12680435180664,53.899410247802734,,,2.250406265258789,13.205485343933105,8.862058639526367,15.585585594177246,,59.52006149291992,,10.573829650878906,14.067731857299805,3.8929457664489746,11.403681755065918,10.76818561553955,,3.1118223667144775,10.027040481567383,7.9973907470703125,15.188333511352539,4.424694538116455,23.006515502929688,4.6706085205078125,10.859291076660156,5.0652618408203125,2.7395248413085938,34.67963409423828,5.993204116821289,6.073709011077881,2.766819477081299,,12.076573371887207,,12.713046073913574,3.248673915863037,1.5849837064743042,,10.164759635925293,10.270782470703125,0.21641430258750916,3.6986536979675293,4.521880149841309,12.542143821716309,,,53.733028411865234,66.26732635498047,3.0017244815826416,2.827240228652954,,0.3664114773273468,4.491575241088867,,,7.273356914520264,0.9211346507072449,13.278489112854004,30.273771286010742,8.546121597290039,17.527538299560547,7.508566379547119,4.650417327880859,9.74446964263916,8.527790069580078,9.408563613891602,4.9452714920043945,2.0999999046325684,21.266529083251953,1.2093397378921509,3.804593563079834,12.90805721282959,,,5.03666877746582,
11.334096908569336,4.309231281280518,57.16542053222656,53.52769470214844,,,2.339555263519287,13.786779403686523,9.253373146057129,15.336747169494629,,62.17936706542969,,11.368143081665039,14.198687553405762,3.8929457664489746,11.23440933227539,11.148235321044922,,3.4516196250915527,10.343000411987305,8.633917808532715,15.571345329284668,4.582719326019287,22.832950592041016,4.630489826202393,11.182209014892578,5.028385162353516,2.703946352005005,35.31017303466797,6.433239459991455,6.519043445587158,2.9846949577331543,,12.80040454864502,,13.173006057739258,3.371331214904785,1.5849837064743042,,10.270644187927246,10.445541381835938,0.22363820672035217,3.8279268741607666,4.621126651763916,12.974634170532227,,,52.83747482299805,66.26732635498047,3.1469693183898926,2.9604077339172363,,0.3654130697250366,4.5689568519592285,,,7.576411247253418,0.9469608068466187,13.555952072143555,30.264598846435547,8.577123641967773,17.527538299560547,7.520542144775391,4.650417327880859,9.86287784576416,8.55760669708252,9.342039108276367,5.086843490600586,2.0999999046325684,21.8436279296875,1.2093397378921509,4.030290126800537,13.381749153137207,,,4.97896671295166,
12.017048835754395,4.3740315437316895,56.54225158691406,50.73979568481445,,,2.308232307434082,13.833752632141113,9.273832321166992,15.291041374206543,,61.06729507446289,,11.499312400817871,14.591529846191406,3.8614490032196045,12.116415023803711,11.37747573852539,,3.3383538722991943,10.352291107177734,8.519667625427246,15.730937957763672,4.495806694030762,22.177270889282227,4.597055435180664,11.197832107543945,4.961341381072998,2.703946352005005,34.049095153808594,6.284497261047363,6.299059867858887,2.9692702293395996,,12.769927024841309,,13.37905502319336,3.4063758850097656,1.7317414283752441,,10.263585090637207,10.457923889160156,0.22190459072589874,3.899745225906372,4.676951885223389,12.836777687072754,,,53.35988235473633,66.26732635498047,3.359250545501709,3.1516225337982178,,0.37739384174346924,4.581267356872559,,,7.4506144523620605,0.9813960194587708,13.603514671325684,29.81507682800293,8.654626846313477,17.527538299560547,7.5923943519592285,4.650417327880859,9.737503051757812,8.945233345031738,9.558961868286133,5.119797229766846,2.0999999046325684,21.619674682617188,1.2093397378921509,3.828775405883789,13.523856163024902,,,5.063048362731934,
11.987988471984863,4.354591369628906,57.954769134521484,46.83673095703125,,,2.247997522354126,13.234845161437988,8.949019432067871,14.793359756469727,,59.74247360229492,,11.331706047058105,14.898332595825195,3.72601580619812,11.831317901611328,10.756118774414062,,3.195281744003296,10.18502140045166,8.225887298583984,14.52261734008789,4.400991916656494,21.98443031311035,4.346307277679443,10.624919891357422,4.944579601287842,2.703946352005005,35.940711975097656,5.9994025230407715,5.961034774780273,2.9249229431152344,,12.556586265563965,,12.793996810913086,3.2872231006622314,1.7170655727386475,,10.270644187927246,10.086394309997559,0.21439221501350403,3.957200288772583,4.453647613525391,12.920571327209473,,,52.912105560302734,66.26732635498047,3.4598042964935303,3.2472290992736816,,0.43729761242866516,4.510921001434326,,,7.376280307769775,0.9641781449317932,13.286418914794922,30.044424057006836,8.61845874786377,17.527538299560547,7.540502071380615,4.650417327880859,9.758398056030273,8.743964195251465,9.460623741149902,4.696299076080322,2.0999999046325684,21.356966018676758,1.1830496788024902,3.6756250858306885,13.233722686767578,,,5.039966583251953,
12.1405611038208,4.536032676696777,57.16542053222656,42.74781036376953,,,2.1829423904418945,13.005844116210938,8.79811954498291,15.133612632751465,,60.23565673828125,,11.222395896911621,14.527924537658691,3.603179931640625,10.797861099243164,10.557039260864258,,3.141629934310913,9.85976791381836,8.144280433654785,14.112245559692383,4.400991916656494,22.090492248535156,4.297829627990723,10.260337829589844,4.894296169281006,2.668368101119995,36.88652038574219,5.856854438781738,5.805436611175537,2.901785373687744,,12.38896369934082,,12.484912872314453,3.231152057647705,1.651024580001831,,10.207112312316895,10.223999977111816,0.21670372784137726,3.8279268741607666,4.341997146606445,12.731356620788574,,,45.2999267578125,66.26732635498047,3.266143798828125,3.0184552669525146,,0.3783922493457794,4.716684341430664,,,7.227612495422363,0.9469608068466187,13.104084968566895,30.182029724121094,8.269688606262207,17.527538299560547,7.456673622131348,4.650417327880859,9.298689842224121,8.699237823486328,10.036188125610352,4.682875156402588,2.0999999046325684,20.947830200195312,1.1567597389221191,3.530534505844116,13.405436515808105,,,5.01193904876709,
12.1405611038208,4.561953067779541,57.12387466430664,40.14576721191406,,,2.187760829925537,12.929510116577148,8.708603858947754,14.81875228881836,,58.72710418701172,,11.477450370788574,14.022835731506348,3.653573513031006,11.528409004211426,10.846607208251953,,3.0343258380889893,9.850476264953613,8.315653800964355,14.230796813964844,4.361485958099365,21.810869216918945,4.336277484893799,10.572837829589844,4.864125728607178,2.668368101119995,36.88652038574219,5.689516067504883,5.671298503875732,2.9885499477386475,,12.38896369934082,,12.47020435333252,3.241666078567505,1.7170655727386475,,10.11534595489502,10.18959903717041,0.21439221501350403,3.720198631286621,4.441242694854736,12.966523170471191,,,45.15066909790039,66.26732635498047,3.28848934173584,3.103818893432617,,0.3724018633365631,4.616439342498779,,,7.210458278656006,0.9641781449317932,12.36683464050293,29.842599868774414,8.347192764282227,17.527538299560547,7.584413051605225,4.650417327880859,9.054902076721191,8.736513137817383,9.68911361694336,4.6804327964782715,2.0999999046325684,21.15024757385254,1.1777918338775635,3.4015653133392334,13.32845687866211,,,5.030075550079346,
12.176891326904297,4.471231937408447,57.331600189208984,37.1720085144043,,,2.231130838394165,13.023459434509277,8.810914039611816,14.564830780029297,,59.74247360229492,,11.703356742858887,14.161270141601562,3.672470808029175,11.581863403320312,11.323177337646484,,2.9508659839630127,9.85976791381836,8.405421257019043,15.001386642456055,4.456299781799316,20.634510040283203,4.46332311630249,10.515542984008789,4.867477893829346,2.668368101119995,36.88652038574219,5.472595691680908,5.472776889801025,2.946132183074951,,12.419440269470215,,12.554830551147461,3.2591869831085205,1.7097278833389282,,9.917698860168457,10.100152015686035,0.2109249383211136,3.490379810333252,4.39162015914917,12.990851402282715,,,42.24012756347656,66.26732635498047,3.165590286254883,3.0423569679260254,,0.34444674849510193,4.5742340087890625,,,7.307664394378662,0.9693434834480286,12.21621036529541,29.37473487854004,8.528038024902344,17.527538299560547,7.6921916007995605,4.650417327880859,9.054902076721191,8.71414852142334,9.616806983947754,4.731692790985107,2.0,21.322513580322266,1.1672755479812622,3.2967774868011475,12.256732940673828,,,5.110859394073486,
12.198683738708496,4.587873935699463,57.16542053222656,32.711368560791016,,,2.2214927673339844,12.941252708435059,8.746970176696777,14.854297637939453,,60.0325813293457,,11.783515930175781,13.98542594909668,3.7449135780334473,11.225500106811523,11.09394359588623,,2.9031760692596436,10.092092514038086,8.674720764160156,14.978588104248047,4.408893585205078,20.798423767089844,4.38809871673584,10.046797752380371,4.897648811340332,2.668368101119995,31.526939392089844,5.565560340881348,5.537163734436035,2.949988842010498,,12.990888595581055,,12.444436073303223,3.252178430557251,1.7023898363113403,,9.8471097946167,10.212989807128906,0.21262407302856445,3.7273805141448975,4.267563819885254,13.62336540222168,,,42.09086990356445,66.26732635498047,3.444905996322632,3.178938865661621,,0.3454451262950897,4.572475910186768,,,7.547822952270508,0.9813960194587708,12.422325134277344,29.37473487854004,8.602957725524902,17.527538299560547,7.811943531036377,4.650417327880859,9.089730262756348,8.922869682312012,9.42880630493164,4.751219749450684,2.0,21.387115478515625,1.1541308164596558,3.2967774868011475,12.39884090423584,,,5.110859394073486,
